"ACC_NUCCORE","Contig","bin","coeffvars","counts","means","sdv","max_cov","min_cov","order","Description","length","classification","bin_length","Species","mash_dist","sig","mash_hits","UID_NUCCORE","Description_NUCCORE","CreateDate_NUCCORE","Topology_NUCCORE","Completeness_NUCCORE","TaxonID_NUCCORE","Genome_NUCCORE","Length_NUCCORE","Source_NUCCORE","UID_ASSEMBLY","Status_ASSEMBLY","SeqReleaseDate_ASSEMBLY","SubmissionDate_ASSEMBLY","Latest_ASSEMBLY","UID_BIOSAMPLE","ACC_BIOSAMPLE","Location_BIOSAMPLE","Coordinates_BIOSAMPLE","IsolationSource_BIOSAMPLE","Host_BIOSAMPLE","CollectionDate_BIOSAMPLE","Host_DISEASE","SamplType_BIOSAMPLE","taxon_name","taxon_rank","lineage","taxon_species_id","taxon_species_name","taxon_genus_id","taxon_genus_name","taxon_family_id","taxon_family_name","taxon_order_id","taxon_order_name","taxon_class_id","taxon_class_name","taxon_phylum_id","taxon_phylum_name","taxon_superkingdom_id","taxon_superkingdom_name","loc_lat","loc_lng","loc_parsed","GC_NUCCORE","Identical","OldVersion","hits_rMLST","hitscount_rMLST","inclusions","Host_BIOSAMPLE_processed","Host_DISEASE_processed","D1","D2","plasmidfinder","pmlst","relaxase_type.s.","mpf_type"
"NC_008350.1","contig_16199","bin_9",7.30481800098891,10,53.777091298465,392.831864557851,3065.8152256496,0,"superkingdom","Bacteria",10929,"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus sp900759325",7392520,"s__Peptostreptococcus sp900759325",0.0981375,"0","68/1000",114882495,"Streptococcus pneumoniae plasmid pSpnP1, complete sequence","2006/09/13","circular","complete",1313,"plasmid",5413,"RefSeq",NA,"","","","",14228737,"SAMN14228737","","","","","","","","Streptococcus pneumoniae","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus",1313,"Streptococcus pneumoniae",1301,"Streptococcus",1300,"Streptococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",36.8926658045446,"","","",0,"","","",8.0468445,7.0282874,"repUS60_1_ORF2(pSpnP1), AM279674, ","","",""
"NC_010426.1","contig_4881","bin_87",2.60396497202793,31,4.42948829785295,11.5342323716167,66.9051460304189,0,"class","Bacilli",10894,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella morbillorum",2312020,"s__Gemella morbillorum",0.0473443,"0","227/1000",170780403,"Staphylococcus aureus plasmid pKH13, complete sequence","2008/03/25","circular","complete",1280,"plasmid",2909,"RefSeq",NA,"","","","",14225739,"SAMN14225739","","","","","","","","Staphylococcus aureus","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1280,"Staphylococcus aureus",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.4602956342386,"EU170347.1","","",0,"","","",11.789235,6.8682027,"rep13_4_rep(pKH13), EU170347, ","","",""
"NC_012642.1","contig_10369",NA,5.9910123601942,26,195.000779302674,1168.25207904982,9071.74998308868,0,"superkingdom","Bacteria",7226,NA,NA,NA,0.00808024,"0","730/1000",229587265,"Streptococcus parasanguinis plasmid pFW213, complete sequence","2009/05/07","circular","complete",1318,"plasmid",7078,"RefSeq",NA,"","","","",14225305,"SAMN14225305","","","","","","","","Streptococcus parasanguinis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus",1318,"Streptococcus parasanguinis",1301,"Streptococcus",1300,"Streptococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",35.2783272110766,"EU685104.1","","",0,"","","",-0.15916468,19.292671,"repUS38_1_rep(pFW213), EU685104, ","","MOBV",""
"NC_012642.1","contig_10370","bin_82",3.5365518730812,12,2.73401523658398,9.66898670597362,67.4527660150172,0,"genus","Streptococcus",1907,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__JABCPE02;s__",7175331,"s__",0.0442483,"0","246/1000",229587265,"Streptococcus parasanguinis plasmid pFW213, complete sequence","2009/05/07","circular","complete",1318,"plasmid",7078,"RefSeq",NA,"","","","",14225305,"SAMN14225305","","","","","","","","Streptococcus parasanguinis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus",1318,"Streptococcus parasanguinis",1301,"Streptococcus",1300,"Streptococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",35.2783272110766,"EU685104.1","","",0,"","","",-0.15916468,19.292671,"repUS38_1_rep(pFW213), EU685104, ","","MOBV",""
"NC_013322.1","contig_18496","bin_47",3.42980780244832,17,49.4943688995029,169.756172628771,1143.82963308808,0,"no rank","root",5697,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus",2812251,"s__Staphylococcus aureus",0.0659724,"0","143/1000",260666193,"Staphylococcus aureus plasmid SAP019A, complete sequence","2009/10/07","circular","complete",1280,"plasmid",27435,"RefSeq",NA,"","","","",14225371,"SAMN14225371","","","","","","","","Staphylococcus aureus","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1280,"Staphylococcus aureus",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",30.6980134864224,"GQ900385.1","","",0,"","","",-3.6002975,7.943279,"rep5a_1_repSAP001(pN315), AP003139, |rep16_5_SAP041A019(pWBG759), GQ900401, |rep19_7_repA(SAP019A), GQ900385, ","","MOBV",""
"NC_013382.1","contig_8308","bin_70",7.66371090977518,4,3.57808048120133,27.4213744198363,214.211782445923,0,"no rank","root",6022,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis",4231354,"s__Staphylococcus epidermidis",0.0466675,"0","231/1000",260874703,"Staphylococcus epidermidis plasmid SAP107B, complete sequence","2009/10/08","circular","complete",1282,"plasmid",10445,"RefSeq",NA,"","","","",14225483,"SAMN14225483","","","","","","","","Staphylococcus epidermidis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1282,"Staphylococcus epidermidis",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.8611775969363,"GQ900457.1","","",0,"","","",-4.408869,8.185509,"rep39_2_repA(SAP016A), GQ900381, ","","",""
"NC_013383.1","contig_12484","bin_70",3.955472689775,8,42.5222804036798,168.19571884371,1029.87861520539,0,"no rank","root",3935,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis",4231354,"s__Staphylococcus epidermidis",0.0726524,"0","122/1000",260874704,"Staphylococcus epidermidis plasmid SAP110A, complete sequence","2009/10/08","circular","complete",1282,"plasmid",24711,"RefSeq",NA,"","","","",14225475,"SAMN14225475","","","","","","","","Staphylococcus epidermidis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1282,"Staphylococcus epidermidis",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.1368216583708,"GQ900465.1","","",0,"","","",-4.408746,8.26213,"rep39_1_repA(SAP110A), GQ900465, ","","",""
"NC_013393.1","contig_17355","bin_70",7.16527135073182,5,17.97203610346,128.77451540644,1006.07513519135,0,"no rank","root",3289,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis",4231354,"s__Staphylococcus epidermidis",0.0656822,"0","144/1000",260899097,"Staphylococcus epidermidis plasmid pSK105, complete sequence","2009/10/09","circular","complete",1282,"plasmid",23263,"RefSeq",NA,"","","","",14225478,"SAMN14225478","","","","","","","","Staphylococcus epidermidis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1282,"Staphylococcus epidermidis",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",30.4259983665047,"GQ900462.1","","",0,"","","",-4.406871,8.19847,"repUS9_1_rep(pSK1), AF203376, ","","",""
"NC_013393.1","contig_6887","bin_70",7.58336642231045,4,3.33010297540241,25.2533910865028,197.287702787022,0,"no rank","root",2857,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis",4231354,"s__Staphylococcus epidermidis",0.0882637,"0","85/1000",260899097,"Staphylococcus epidermidis plasmid pSK105, complete sequence","2009/10/09","circular","complete",1282,"plasmid",23263,"RefSeq",NA,"","","","",14225478,"SAMN14225478","","","","","","","","Staphylococcus epidermidis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1282,"Staphylococcus epidermidis",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",30.4259983665047,"GQ900462.1","","",0,"","","",-4.406871,8.19847,"repUS9_1_rep(pSK1), AF203376, ","","",""
"NC_015700.1","contig_13255","bin_40",2.95213810272053,21,3.01318851519241,8.89534862637939,62.196585671317,0,"superkingdom","Bacteria",6243,"d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__",2032198,"s__",0.0807479,"0","101/1000",338202319,"Limosilactobacillus reuteri SD2112 plasmid pLR581, complete sequence","2011/06/24","circular","complete",491077,"plasmid",12160,"RefSeq",292508,"Complete Genome","2011/06/20 00:00","2011/06/20 00:00","True",1494,"SAMN00001494","","","","","","","","Limosilactobacillus reuteri SD2112","strain","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus; Limosilactobacillus reuteri",1598,"Limosilactobacillus reuteri",2742598,"Limosilactobacillus",33958,"Lactobacillaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",39.9588815789474,"CP002845.1","","",0,"","","",13.387681,5.333182,"rep30_1_CDS22269(pLR581), CP002845, ","","",""
"NC_015876.1","contig_11469","bin_11",4.07271741958971,16,53.4483638852683,217.680082644102,1542.84981311587,0,"genus","Streptococcus",3642,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanogingivalaceae;g__Nanogingivalis;s__",7159655,"s__",0.0556462,"0","184/1000",342164902,"Streptococcus pseudopneumoniae IS7493 plasmid pDRPIS7493, complete sequence","2011/07/29","circular","complete",1054460,"plasmid",4727,"RefSeq",441738,"Complete Genome","2011/07/29 00:00","2011/07/29 00:00","True",2603728,"SAMN02603728","","","","","","","","Streptococcus pseudopneumoniae IS7493","strain","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pseudopneumoniae",257758,"Streptococcus pseudopneumoniae",1301,"Streptococcus",1300,"Streptococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",38.3118256822509,"CP002926.1","","",0,"","","",8.128432,7.022806,"repUS37_1_SPPN11498(pDRPIS7493), CP002926, ","","MOBV",""
"NC_016137.1","contig_10582","bin_71",7.80692848105944,2,11.6674277853123,91.0867742778591,711.415349417637,0,"no rank","root",4253,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__",1307663,"s__",0.0755413,"0","114/1000",410687378,"Staphylococcus hyicus plasmid unnamed, complete sequence","2012/11/04","circular","complete",1284,"plasmid",1719,"RefSeq",NA,"","","","",14226102,"SAMN14226102","","","","","","","","Staphylococcus hyicus","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1284,"Staphylococcus hyicus",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.5520651541594,"JF968541.1","","",0,"","","",-4.030828,9.581921,"","","",""
"NC_016137.1","contig_19920","bin_70",7.39747318836758,8,11.2212434559471,83.008847605514,648.640339018303,0,"no rank","root",5594,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis",4231354,"s__Staphylococcus epidermidis",0.0882637,"0","85/1000",410687378,"Staphylococcus hyicus plasmid unnamed, complete sequence","2012/11/04","circular","complete",1284,"plasmid",1719,"RefSeq",NA,"","","","",14226102,"SAMN14226102","","","","","","","","Staphylococcus hyicus","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1284,"Staphylococcus hyicus",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.5520651541594,"JF968541.1","","",0,"","","",-4.030828,9.581921,"","","",""
"NC_016137.1","contig_25205","bin_70",6.59716558822936,17,6.75406479216818,44.5576838275634,348.057300332779,0,"no rank","root",5830,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis",4231354,"s__Staphylococcus epidermidis",0.0843302,"0","93/1000",410687378,"Staphylococcus hyicus plasmid unnamed, complete sequence","2012/11/04","circular","complete",1284,"plasmid",1719,"RefSeq",NA,"","","","",14226102,"SAMN14226102","","","","","","","","Staphylococcus hyicus","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1284,"Staphylococcus hyicus",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.5520651541594,"JF968541.1","","",0,"","","",-4.030828,9.581921,"","","",""
"NC_019181.1","contig_16184","bin_38",7.79603971049742,4,244.213695113386,1903.89966495127,14870.3641553499,0,"superkingdom","Bacteria",3506,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri",0.0730018,"0","121/1000",410687563,"Haemophilus influenzae plasmid pPN223, complete sequence","2012/11/04","circular","complete",727,"plasmid",4304,"RefSeq",NA,"","","","",14226260,"SAMN14226260","","","","","","","","Haemophilus influenzae","species","cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus",727,"Haemophilus influenzae",724,"Haemophilus",712,"Pasteurellaceae",135625,"Pasteurellales",1236,"Gammaproteobacteria",1224,"Proteobacteria",2,"Bacteria",NA,NA,"",37.6626394052045,"JQ611727.1","","",0,"","","",6.319956,7.230681,"","","",""
"NC_019186.1","contig_16183","bin_38",6.39354649665568,4,0.651786413707485,4.16722674192726,32.1849927019475,0,"phylum","Pseudomonadota",3217,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri",0.015347,"0","568/1000",410687585,"Haemophilus influenzae plasmid pJ612, complete sequence","2012/11/04","circular","complete",727,"plasmid",5048,"RefSeq",NA,"","","","",14226280,"SAMN14226280","","","","","","","","Haemophilus influenzae","species","cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus",727,"Haemophilus influenzae",724,"Haemophilus",712,"Pasteurellaceae",135625,"Pasteurellales",1236,"Gammaproteobacteria",1224,"Proteobacteria",2,"Bacteria",NA,NA,"",38.8074484944532,"JQ783056.1","","",0,"","","",6.321767,7.2252917,"","","MOBV",""
"NC_019271.1","contig_98","bin_61",7.52960045246025,4,4.03492508081044,30.3813737141135,237.323138774307,0,"genus","Veillonella",2828,"d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium pseudoperiodonticum",3846788,"s__Fusobacterium pseudoperiodonticum",0.0470041,"0","229/1000",410688440,"Veillonella sp. OK1 plasmid pVJL1, complete sequence","2012/11/04","circular","complete",1096935,"plasmid",4813,"RefSeq",NA,"","","","",14226147,"SAMN14226147","","","","","","","","Veillonella sp. OK1","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Veillonellales; Veillonellaceae; Veillonella; unclassified Veillonella",1096935,"Veillonella sp. OK1",29465,"Veillonella",31977,"Veillonellaceae",1843489,"Veillonellales",909932,"Negativicutes",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.8566382713484,"JQ004006.1","","",0,"","","",-1.6763854,15.396978,"","","",""
"NC_019271.1","contig_97","bin_61",5.84467818897987,7,10.3371560650836,60.4173505896753,462.222633260467,0,"genus","Veillonella",4690,"d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium pseudoperiodonticum",3846788,"s__Fusobacterium pseudoperiodonticum",0.0613264,"0","160/1000",410688440,"Veillonella sp. OK1 plasmid pVJL1, complete sequence","2012/11/04","circular","complete",1096935,"plasmid",4813,"RefSeq",NA,"","","","",14226147,"SAMN14226147","","","","","","","","Veillonella sp. OK1","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Veillonellales; Veillonellaceae; Veillonella; unclassified Veillonella",1096935,"Veillonella sp. OK1",29465,"Veillonella",31977,"Veillonellaceae",1843489,"Veillonellales",909932,"Negativicutes",1239,"Firmicutes",2,"Bacteria",NA,NA,"",29.8566382713484,"JQ004006.1","","",0,"","","",-1.6763854,15.396978,"","","",""
"NC_025191.1","contig_19790","bin_38",7.62464908036076,8,19.9252707538635,151.923197329384,1186.95868819732,0,"superkingdom","Bacteria",4661,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri",0.0659724,"0","143/1000",691229063,"Neisseria gonorrhoeae plasmid Australian, complete sequence","2014/09/29","circular","complete",485,"plasmid",3269,"RefSeq",NA,"","","","",14226848,"SAMN14226848","","","","","","","","Neisseria gonorrhoeae","species","cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria",485,"Neisseria gonorrhoeae",482,"Neisseria",481,"Neisseriaceae",206351,"Neisseriales",28216,"Betaproteobacteria",1224,"Proteobacteria",2,"Bacteria",NA,NA,"",41.6947078617314,"KJ842484.1","","",0,"","","",6.427059,7.325843,"","","",""
"NZ_AF454701.1","contig_11271","bin_18",4.0544189041187,23,121.86853717447,494.106100937463,2850.67630430115,0,"genus","Prevotella",7330,"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__",851077,"s__",0.0903831,"0","81/1000",1883658591,"Prevotella intermedia plasmid pYHBi1, complete sequence","2020/07/31","circular","complete",28131,"plasmid",5059,"RefSeq",NA,"","","","",14224757,"SAMN14224757","","","","","","","","Prevotella intermedia","species","cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella",28131,"Prevotella intermedia",838,"Prevotella",171552,"Prevotellaceae",171549,"Bacteroidales",200643,"Bacteroidia",976,"Bacteroidetes",2,"Bacteria",NA,NA,"",37.9719312117019,"","","",0,"","","",-0.40176243,16.698282,"","","",""
"NZ_AP012543.1","contig_19086","bin_57",6.23853483092039,11,4.35856379639862,27.1910520566214,211.894825334639,0,"order","Lactobacillales",10500,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas endodontalis",29427367,"s__Porphyromonas endodontalis",0.0436329,"0","250/1000",751623975,"Lacticaseibacillus paracasei subsp. paracasei strain JCM 8130 plasmid pLBPC-2, complete sequence","2015/01/30","circular","complete",47714,"plasmid",10775,"RefSeq",248191,"Complete Genome","2013/08/14 00:00","2013/08/14 00:00","True",2703383,"SAMD00010723","","","","","","","","Lacticaseibacillus paracasei subsp. paracasei","subspecies","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus; Lacticaseibacillus paracasei",1597,"Lacticaseibacillus paracasei",2759736,"Lacticaseibacillus",33958,"Lactobacillaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",40.2134570765661,"AP012543.1","","",0,"","","",13.943644,4.636223,"","","",""
"NZ_AP012546.1","contig_12129","bin_38",6.45837459949276,6,7.16698053339938,46.2870450319657,355.572396343454,0,"order","Lactobacillales",7612,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri",0.0686914,"0","134/1000",751617162,"Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393 plasmid pLBCZ-2, complete sequence","2015/01/30","circular","complete",1423732,"plasmid",1326,"RefSeq",248201,"Complete Genome","2013/08/14 00:00","2013/08/14 00:00","True",5831838,"SAMD00061035","","","","","","","","Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393","strain","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus; Lacticaseibacillus casei",1582,"Lacticaseibacillus casei",2759736,"Lacticaseibacillus",33958,"Lactobacillaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",43.2880844645551,"AP012546.1","","",0,"","","",14.218121,4.794307,"","","MOBP",""
"NZ_AP018051.1","contig_21501","bin_39",5.34103666441677,27,577.85864206053,3086.36419409537,23218.9840299015,0,"genus","Prevotella",7169,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__",2348147,"s__",0.0637124,"0","151/1000",1486687021,"Prevotella melaninogenica strain GAI 07411 plasmid pPME0001, complete sequence","2018/10/04","circular","complete",28132,"plasmid",8110,"RefSeq",2004231,"Complete Genome","2017/09/01 00:00","2017/09/01 00:00","True",7599851,"SAMD00078755","Japan","","","Homo sapiens","","","","Prevotella melaninogenica","species","cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella",28132,"Prevotella melaninogenica",838,"Prevotella",171552,"Prevotellaceae",171549,"Bacteroidales",200643,"Bacteroidia",976,"Bacteroidetes",2,"Bacteria",36.5748441,139.2394179,"Japan",41.3193588162762,"AP018051.1","","",0,"","Homo sapiens","",-0.40730587,16.699072,"","","",""
"NZ_AP018051.1","contig_26073","bin_33",4.54175023666801,30,690.762648475096,3137.27142219319,18779.0164600003,0,"superkingdom","Bacteria",3995,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens",3232490,"s__Prevotella pallens",0.0719629,"0","124/1000",1486687021,"Prevotella melaninogenica strain GAI 07411 plasmid pPME0001, complete sequence","2018/10/04","circular","complete",28132,"plasmid",8110,"RefSeq",2004231,"Complete Genome","2017/09/01 00:00","2017/09/01 00:00","True",7599851,"SAMD00078755","Japan","","","Homo sapiens","","","","Prevotella melaninogenica","species","cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella",28132,"Prevotella melaninogenica",838,"Prevotella",171552,"Prevotellaceae",171549,"Bacteroidales",200643,"Bacteroidia",976,"Bacteroidetes",2,"Bacteria",36.5748441,139.2394179,"Japan",41.3193588162762,"AP018051.1","","",0,"","Homo sapiens","",-0.40730587,16.699072,"","","",""
"NZ_AP018051.1","contig_21502","bin_39",6.75105574603714,27,128.645814995987,868.495068532291,6788.90709638519,0,"genus","Prevotella",4974,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__",2348147,"s__",0.0366967,"0","301/1000",1486687021,"Prevotella melaninogenica strain GAI 07411 plasmid pPME0001, complete sequence","2018/10/04","circular","complete",28132,"plasmid",8110,"RefSeq",2004231,"Complete Genome","2017/09/01 00:00","2017/09/01 00:00","True",7599851,"SAMD00078755","Japan","","","Homo sapiens","","","","Prevotella melaninogenica","species","cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella",28132,"Prevotella melaninogenica",838,"Prevotella",171552,"Prevotellaceae",171549,"Bacteroidales",200643,"Bacteroidia",976,"Bacteroidetes",2,"Bacteria",36.5748441,139.2394179,"Japan",41.3193588162762,"AP018051.1","","",0,"","Homo sapiens","",-0.40730587,16.699072,"","","",""
"NZ_AP018051.1","contig_12317","bin_25",4.68157039694224,33,135.103085247451,632.49460443003,4094.25231682025,0,"family","Prevotellaceae",9105,"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__",2247638,"s__",0.0608169,"0","162/1000",1486687021,"Prevotella melaninogenica strain GAI 07411 plasmid pPME0001, complete sequence","2018/10/04","circular","complete",28132,"plasmid",8110,"RefSeq",2004231,"Complete Genome","2017/09/01 00:00","2017/09/01 00:00","True",7599851,"SAMD00078755","Japan","","","Homo sapiens","","","","Prevotella melaninogenica","species","cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella",28132,"Prevotella melaninogenica",838,"Prevotella",171552,"Prevotellaceae",171549,"Bacteroidales",200643,"Bacteroidia",976,"Bacteroidetes",2,"Bacteria",36.5748441,139.2394179,"Japan",41.3193588162762,"AP018051.1","","",0,"","Homo sapiens","",-0.40730587,16.699072,"","","",""
