locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEIMHKMB_00389	CDS	732	cas9_1	3.1.-.-	COG3513	CRISPR-associated endonuclease Cas9
MEIMHKMB_00390	CDS	3102	cas9_2	3.1.-.-	COG3513	CRISPR-associated endonuclease Cas9
MEIMHKMB_00391	CDS	135				hypothetical protein
MEIMHKMB_00392	CDS	258				hypothetical protein
MEIMHKMB_00393	CDS	555				hypothetical protein
MEIMHKMB_00394	CDS	285				hypothetical protein
MEIMHKMB_00395	CDS	345				hypothetical protein
MEIMHKMB_00396	CDS	234				hypothetical protein
MEIMHKMB_00397	CDS	282				hypothetical protein
MEIMHKMB_00398	CDS	276				hypothetical protein
MEIMHKMB_00399	CDS	345	yosS	3.6.1.23	COG0756	SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS
MEIMHKMB_00400	CDS	276				hypothetical protein
MEIMHKMB_00401	CDS	366				hypothetical protein
MEIMHKMB_00402	CDS	690	pre			Plasmid recombination enzyme
MEIMHKMB_00403	CDS	771	repB			Replication protein RepB
MEIMHKMB_00404	CDS	363				hypothetical protein
MEIMHKMB_00405	CDS	225				hypothetical protein
MEIMHKMB_00406	CDS	111				hypothetical protein
MEIMHKMB_00407	CDS	420				hypothetical protein
MEIMHKMB_00408	CDS	357				hypothetical protein
MEIMHKMB_00409	CDS	1044				hypothetical protein
MEIMHKMB_00410	CDS	984				hypothetical protein
MEIMHKMB_00411	CDS	405				hypothetical protein
MEIMHKMB_00412	CDS	174				hypothetical protein
MEIMHKMB_00413	CDS	147				hypothetical protein
MEIMHKMB_00414	CDS	498	pacS	7.2.2.8		putative copper-transporting ATPase PacS
MEIMHKMB_00415	CDS	201				hypothetical protein
MEIMHKMB_00416	CDS	360				hypothetical protein
MEIMHKMB_00417	CDS	324	dps	1.16.-.-	COG0783	DNA protection during starvation protein
MEIMHKMB_00418	CDS	387				hypothetical protein
MEIMHKMB_00419	CDS	297				hypothetical protein
MEIMHKMB_00420	CDS	327				hypothetical protein
MEIMHKMB_00421	CDS	195				hypothetical protein
MEIMHKMB_00422	CDS	1347				hypothetical protein
MEIMHKMB_00423	CDS	1374	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
MEIMHKMB_00424	CDS	147				hypothetical protein
MEIMHKMB_00425	CDS	945				hypothetical protein
MEIMHKMB_00426	CDS	252				hypothetical protein
MEIMHKMB_00427	CDS	285	yhaM_1	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
MEIMHKMB_00428	CDS	357	yhaM_2	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
MEIMHKMB_00429	CDS	306	yhaM_3	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
MEIMHKMB_00430	CDS	438				hypothetical protein
MEIMHKMB_00431	CDS	276				hypothetical protein
MEIMHKMB_00432	CDS	267				hypothetical protein
MEIMHKMB_00433	CDS	549				hypothetical protein
MEIMHKMB_00434	CDS	567	lemA_1		COG1704	Protein LemA
MEIMHKMB_00435	CDS	588				hypothetical protein
MEIMHKMB_00436	CDS	537				hypothetical protein
MEIMHKMB_00437	CDS	516	kdgT_1			2-keto-3-deoxygluconate permease
MEIMHKMB_00438	CDS	471	kdgT_2			2-keto-3-deoxygluconate permease
MEIMHKMB_00439	CDS	750	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MEIMHKMB_00440	CDS	246	gldA_1	1.1.1.6		Glycerol dehydrogenase
MEIMHKMB_00441	CDS	396	gldA_2	1.1.1.6		Glycerol dehydrogenase
MEIMHKMB_00442	CDS	1011	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
MEIMHKMB_00443	CDS	2178	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
MEIMHKMB_00444	CDS	366	nrdI		COG1780	Protein NrdI
MEIMHKMB_00445	CDS	477	copY			Transcriptional repressor CopY
MEIMHKMB_00446	CDS	822	strA	3.4.22.-	COG3764	Sortase A
MEIMHKMB_00447	CDS	963	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
MEIMHKMB_00448	CDS	399	sorF		COG2893	PTS system sorbose-specific EIIA component
MEIMHKMB_00449	CDS	207				hypothetical protein
MEIMHKMB_00450	CDS	846	dnaI_2		COG1484	Primosomal protein DnaI
MEIMHKMB_00451	CDS	264	flK	3.1.2.29	COG5496	Fluoroacetyl-CoA thioesterase
MEIMHKMB_00452	CDS	354				hypothetical protein
MEIMHKMB_00453	CDS	612	pdxY	2.7.1.35		Pyridoxal kinase PdxY
MEIMHKMB_00454	CDS	1074	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
MEIMHKMB_00455	CDS	441			COG0488	putative ABC transporter ATP-binding protein
MEIMHKMB_00456	CDS	90				hypothetical protein
MEIMHKMB_00457	CDS	225				hypothetical protein
MEIMHKMB_00458	CDS	324				hypothetical protein
MEIMHKMB_00459	CDS	675				hypothetical protein
MEIMHKMB_00460	CDS	330				hypothetical protein
MEIMHKMB_00461	CDS	7431				hypothetical protein
MEIMHKMB_00462	CDS	5289				hypothetical protein
MEIMHKMB_00463	CDS	2526				hypothetical protein
MEIMHKMB_00464	CDS	315				hypothetical protein
MEIMHKMB_00465	CDS	990				hypothetical protein
MEIMHKMB_00466	CDS	159	pflB_2	2.3.1.54		Formate acetyltransferase
MEIMHKMB_00467	CDS	897	rhaR_2			HTH-type transcriptional activator RhaR
MEIMHKMB_00468	CDS	1314	ngcE			Diacetylchitobiose binding protein NgcE
MEIMHKMB_00469	CDS	894	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
MEIMHKMB_00470	CDS	864	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
MEIMHKMB_00471	CDS	120				hypothetical protein
MEIMHKMB_00472	CDS	1350	lnpA	2.4.1.211		1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
MEIMHKMB_00473	CDS	798		2.4.1.211		1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
MEIMHKMB_00474	CDS	183				hypothetical protein
MEIMHKMB_00475	CDS	912	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
MEIMHKMB_00476	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
MEIMHKMB_00477	CDS	1167	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
MEIMHKMB_00478	CDS	1149	agaA_1	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
MEIMHKMB_00479	CDS	996	lacD2	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase 2
MEIMHKMB_00480	CDS	354				hypothetical protein
MEIMHKMB_00481	CDS	1035				hypothetical protein
MEIMHKMB_00482	CDS	735				hypothetical protein
MEIMHKMB_00483	CDS	381				hypothetical protein
MEIMHKMB_00484	CDS	1299	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
MEIMHKMB_00485	CDS	1026				hypothetical protein
MEIMHKMB_00486	CDS	747	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MEIMHKMB_00487	CDS	825	phnE		COG3639	Phosphate-import permease protein PhnE
MEIMHKMB_00488	CDS	810				hypothetical protein
MEIMHKMB_00489	CDS	960				hypothetical protein
MEIMHKMB_00490	CDS	687	ktrA		COG0569	Ktr system potassium uptake protein A
MEIMHKMB_00491	CDS	1377	ktrB		COG0168	Ktr system potassium uptake protein B
MEIMHKMB_00492	CDS	168	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MEIMHKMB_00493	CDS	489				hypothetical protein
MEIMHKMB_00494	CDS	678				hypothetical protein
MEIMHKMB_00495	CDS	696				hypothetical protein
MEIMHKMB_00496	CDS	489	lrp		COG1522	Leucine-responsive regulatory protein
MEIMHKMB_00497	CDS	1185	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
MEIMHKMB_00498	CDS	1794	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
MEIMHKMB_00499	CDS	1554	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
MEIMHKMB_00500	CDS	1458	adeQ		COG2252	Adenine permease AdeQ
MEIMHKMB_00501	CDS	741	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
MEIMHKMB_00502	CDS	2178	yhgF		COG2183	Protein YhgF
MEIMHKMB_00503	CDS	702	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
MEIMHKMB_00504	CDS	708				putative transcriptional regulatory protein
MEIMHKMB_00505	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
MEIMHKMB_00506	CDS	1107				hypothetical protein
MEIMHKMB_00507	CDS	732				hypothetical protein
MEIMHKMB_00508	CDS	897	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MEIMHKMB_00509	CDS	687				hypothetical protein
MEIMHKMB_00510	CDS	1206				hypothetical protein
MEIMHKMB_00511	CDS	552				hypothetical protein
MEIMHKMB_00512	CDS	873			COG1307	DegV domain-containing protein
MEIMHKMB_00513	CDS	936	coaA	2.7.1.33	COG1072	Pantothenate kinase
MEIMHKMB_00514	CDS	984	galK_2	2.7.1.6		Galactokinase
MEIMHKMB_00515	CDS	585				hypothetical protein
MEIMHKMB_00516	CDS	231				hypothetical protein
MEIMHKMB_00517	CDS	249				hypothetical protein
MEIMHKMB_00518	CDS	813				hypothetical protein
MEIMHKMB_00519	CDS	552				hypothetical protein
MEIMHKMB_00520	CDS	678				hypothetical protein
MEIMHKMB_00521	CDS	444				hypothetical protein
MEIMHKMB_00522	CDS	354				hypothetical protein
MEIMHKMB_00523	CDS	795				TPR repeat-containing protein
MEIMHKMB_00524	CDS	387				hypothetical protein
MEIMHKMB_00525	CDS	666	mbeA	5.6.2.1		DNA relaxase MbeA
MEIMHKMB_00526	CDS	312				hypothetical protein
MEIMHKMB_00527	CDS	504				hypothetical protein
MEIMHKMB_00528	CDS	339	napA_1	1.9.6.1		Periplasmic nitrate reductase
MEIMHKMB_00529	CDS	330	napA_2	1.9.6.1		Periplasmic nitrate reductase
MEIMHKMB_00530	CDS	375	napA_3	1.9.6.1		Periplasmic nitrate reductase
MEIMHKMB_00531	CDS	897	napA_4	1.9.6.1		Periplasmic nitrate reductase
MEIMHKMB_00532	CDS	312	napA_5	1.9.6.1	COG0243	Periplasmic nitrate reductase
MEIMHKMB_00533	CDS	1155				hypothetical protein
MEIMHKMB_00534	CDS	219				hypothetical protein
MEIMHKMB_00535	CDS	90				hypothetical protein
MEIMHKMB_00536	CDS	279	hgdH_1	1.1.1.399	COG1052	(R)-2-hydroxyglutarate dehydrogenase
MEIMHKMB_00537	CDS	360	hgdH_2	1.1.1.399	COG1052	(R)-2-hydroxyglutarate dehydrogenase
MEIMHKMB_00538	CDS	423	yjdF			putative protein YjdF
MEIMHKMB_00539	CDS	354				hypothetical protein
MEIMHKMB_00540	CDS	411	mgtA_1	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
MEIMHKMB_00541	CDS	1143	mgtA_2	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
MEIMHKMB_00542	CDS	294	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
MEIMHKMB_00543	CDS	204				hypothetical protein
MEIMHKMB_00544	CDS	372				hypothetical protein
MEIMHKMB_00545	CDS	705				hypothetical protein
MEIMHKMB_00546	CDS	582				hypothetical protein
MEIMHKMB_00547	CDS	624				hypothetical protein
MEIMHKMB_00548	CDS	132				hypothetical protein
MEIMHKMB_00549	CDS	288				hypothetical protein
MEIMHKMB_00550	CDS	693	yhaO		COG0420	putative metallophosphoesterase YhaO
MEIMHKMB_00551	CDS	600				hypothetical protein
MEIMHKMB_00552	CDS	621	yhaN		COG4717	putative protein YhaN
MEIMHKMB_00553	CDS	537				hypothetical protein
MEIMHKMB_00554	CDS	1719				hypothetical protein
MEIMHKMB_00555	CDS	945	yhaM_4	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
MEIMHKMB_00556	CDS	657				hypothetical protein
MEIMHKMB_00557	CDS	6477				hypothetical protein
MEIMHKMB_00558	CDS	135				hypothetical protein
MEIMHKMB_00559	CDS	429				hypothetical protein
MEIMHKMB_00560	CDS	252				hypothetical protein
MEIMHKMB_00561	CDS	210				hypothetical protein
MEIMHKMB_00562	CDS	402				hypothetical protein
MEIMHKMB_00563	CDS	450				hypothetical protein
MEIMHKMB_00564	CDS	345				hypothetical protein
MEIMHKMB_00565	CDS	345	pepV_1	3.4.13.-		Beta-Ala-Xaa dipeptidase
MEIMHKMB_00566	CDS	225				hypothetical protein
MEIMHKMB_00567	CDS	384	cutC_1		COG3142	Copper homeostasis protein CutC
MEIMHKMB_00568	CDS	351	cutC_2			Copper homeostasis protein CutC
MEIMHKMB_00569	CDS	180				hypothetical protein
MEIMHKMB_00570	CDS	654				hypothetical protein
MEIMHKMB_00571	CDS	372				hypothetical protein
MEIMHKMB_00572	CDS	447				hypothetical protein
MEIMHKMB_00573	CDS	237				hypothetical protein
MEIMHKMB_00574	CDS	231				hypothetical protein
MEIMHKMB_00575	CDS	213				hypothetical protein
MEIMHKMB_00576	CDS	315				hypothetical protein
MEIMHKMB_00577	CDS	240				hypothetical protein
MEIMHKMB_00578	CDS	396				hypothetical protein
MEIMHKMB_00579	CDS	348				hypothetical protein
MEIMHKMB_00580	CDS	504				hypothetical protein
MEIMHKMB_00581	CDS	288				hypothetical protein
MEIMHKMB_00582	CDS	447				hypothetical protein
MEIMHKMB_00583	CDS	357				hypothetical protein
MEIMHKMB_00584	CDS	192				hypothetical protein
MEIMHKMB_00585	CDS	348				hypothetical protein
MEIMHKMB_00586	CDS	444				hypothetical protein
MEIMHKMB_00587	CDS	453				hypothetical protein
MEIMHKMB_00588	CDS	303				hypothetical protein
MEIMHKMB_00589	CDS	717				hypothetical protein
MEIMHKMB_00590	CDS	531				hypothetical protein
MEIMHKMB_00591	CDS	441				hypothetical protein
MEIMHKMB_00592	CDS	198				hypothetical protein
MEIMHKMB_00593	CDS	873	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
MEIMHKMB_00594	CDS	531				hypothetical protein
MEIMHKMB_00595	CDS	486				hypothetical protein
MEIMHKMB_00596	CDS	696				hypothetical protein
MEIMHKMB_00597	CDS	963				IS1595 family transposase ISCco3
MEIMHKMB_00598	CDS	372				hypothetical protein
MEIMHKMB_00599	CDS	198				hypothetical protein
MEIMHKMB_00600	CDS	240				hypothetical protein
MEIMHKMB_00601	CDS	336				hypothetical protein
MEIMHKMB_00602	CDS	345				hypothetical protein
MEIMHKMB_00603	CDS	600				hypothetical protein
MEIMHKMB_00604	CDS	930				IS200/IS605 family transposase ISLhe65
MEIMHKMB_00605	CDS	918				hypothetical protein
MEIMHKMB_00606	CDS	354				hypothetical protein
MEIMHKMB_00607	CDS	183				hypothetical protein
MEIMHKMB_00608	CDS	408				hypothetical protein
MEIMHKMB_00609	CDS	357				hypothetical protein
MEIMHKMB_00610	CDS	141				hypothetical protein
MEIMHKMB_00611	CDS	498				hypothetical protein
MEIMHKMB_00612	CDS	360				hypothetical protein
MEIMHKMB_00613	CDS	732				hypothetical protein
MEIMHKMB_00614	CDS	486				hypothetical protein
MEIMHKMB_00615	CDS	696				hypothetical protein
MEIMHKMB_00616	CDS	303				hypothetical protein
MEIMHKMB_00617	CDS	675				hypothetical protein
MEIMHKMB_00618	CDS	834				hypothetical protein
MEIMHKMB_00619	CDS	804				hypothetical protein
MEIMHKMB_00620	CDS	408				hypothetical protein
MEIMHKMB_00621	CDS	438	ssb_2		COG0629	Single-stranded DNA-binding protein
MEIMHKMB_00622	CDS	591				hypothetical protein
MEIMHKMB_00623	CDS	834				hypothetical protein
MEIMHKMB_00624	CDS	642				hypothetical protein
MEIMHKMB_00625	CDS	222				hypothetical protein
MEIMHKMB_00626	CDS	831				hypothetical protein
MEIMHKMB_00627	CDS	528				hypothetical protein
MEIMHKMB_00628	CDS	456				hypothetical protein
MEIMHKMB_00629	CDS	2019				hypothetical protein
MEIMHKMB_00630	CDS	267				hypothetical protein
MEIMHKMB_00631	CDS	1992				hypothetical protein
MEIMHKMB_00632	CDS	321				hypothetical protein
MEIMHKMB_00633	CDS	234				hypothetical protein
MEIMHKMB_00634	CDS	369				hypothetical protein
MEIMHKMB_00635	CDS	1377				hypothetical protein
MEIMHKMB_00636	CDS	873				hypothetical protein
MEIMHKMB_00637	CDS	1848				hypothetical protein
MEIMHKMB_00638	CDS	225				hypothetical protein
MEIMHKMB_00639	CDS	261				hypothetical protein
MEIMHKMB_00640	CDS	3249				hypothetical protein
MEIMHKMB_00641	CDS	2250				hypothetical protein
MEIMHKMB_00642	CDS	1161				hypothetical protein
MEIMHKMB_00643	CDS	477				hypothetical protein
MEIMHKMB_00644	CDS	435				hypothetical protein
MEIMHKMB_00645	CDS	525				hypothetical protein
MEIMHKMB_00646	CDS	858				hypothetical protein
MEIMHKMB_00647	CDS	570				hypothetical protein
MEIMHKMB_00648	CDS	2217				hypothetical protein
MEIMHKMB_00649	CDS	483				hypothetical protein
MEIMHKMB_00650	CDS	660				hypothetical protein
MEIMHKMB_00651	CDS	405				hypothetical protein
MEIMHKMB_00652	CDS	393				hypothetical protein
MEIMHKMB_00653	CDS	456				hypothetical protein
MEIMHKMB_00654	CDS	246	nrdH_3		COG0695	Glutaredoxin-like protein NrdH
MEIMHKMB_00655	CDS	444				hypothetical protein
MEIMHKMB_00656	CDS	495				hypothetical protein
MEIMHKMB_00657	CDS	558				hypothetical protein
MEIMHKMB_00658	CDS	204				hypothetical protein
MEIMHKMB_00659	CDS	363				hypothetical protein
MEIMHKMB_00660	CDS	1428				hypothetical protein
MEIMHKMB_00661	CDS	456				hypothetical protein
MEIMHKMB_00662	CDS	1218				hypothetical protein
MEIMHKMB_00663	CDS	276	hup_1		COG0776	DNA-binding protein HU
MEIMHKMB_00664	CDS	831				hypothetical protein
MEIMHKMB_00665	CDS	516				hypothetical protein
MEIMHKMB_00666	CDS	225				hypothetical protein
MEIMHKMB_00667	CDS	249				hypothetical protein
MEIMHKMB_00668	CDS	231				hypothetical protein
MEIMHKMB_00669	CDS	243				hypothetical protein
MEIMHKMB_00670	CDS	570				hypothetical protein
MEIMHKMB_00671	CDS	426				hypothetical protein
MEIMHKMB_00672	CDS	1164				hypothetical protein
MEIMHKMB_00673	CDS	315				hypothetical protein
MEIMHKMB_00674	CDS	123				hypothetical protein
MEIMHKMB_00675	CDS	1542				hypothetical protein
MEIMHKMB_00676	CDS	837				hypothetical protein
MEIMHKMB_00677	CDS	330				hypothetical protein
MEIMHKMB_00678	CDS	276				hypothetical protein
MEIMHKMB_00679	CDS	342				hypothetical protein
MEIMHKMB_00680	CDS	489				hypothetical protein
MEIMHKMB_00681	CDS	234				hypothetical protein
MEIMHKMB_00682	CDS	243				hypothetical protein
MEIMHKMB_00683	CDS	612				hypothetical protein
MEIMHKMB_00684	CDS	186				hypothetical protein
MEIMHKMB_00685	CDS	117				hypothetical protein
MEIMHKMB_00686	CDS	252				hypothetical protein
MEIMHKMB_00687	CDS	303				hypothetical protein
MEIMHKMB_00688	CDS	357				hypothetical protein
MEIMHKMB_00689	CDS	303				hypothetical protein
MEIMHKMB_00690	CDS	183				hypothetical protein
MEIMHKMB_00691	CDS	672				hypothetical protein
MEIMHKMB_00692	CDS	828				hypothetical protein
MEIMHKMB_00693	CDS	513				hypothetical protein
MEIMHKMB_00694	CDS	1452				hypothetical protein
MEIMHKMB_00695	CDS	348				hypothetical protein
MEIMHKMB_00696	CDS	192				hypothetical protein
MEIMHKMB_00697	CDS	357				hypothetical protein
MEIMHKMB_00698	CDS	447				hypothetical protein
MEIMHKMB_00699	CDS	288				hypothetical protein
MEIMHKMB_00700	CDS	504				hypothetical protein
MEIMHKMB_00701	CDS	348				hypothetical protein
MEIMHKMB_00702	CDS	2409	uvrA			UvrABC system protein A
MEIMHKMB_00703	CDS	279				hypothetical protein
MEIMHKMB_00704	CDS	1353				hypothetical protein
MEIMHKMB_00705	CDS	180				hypothetical protein
MEIMHKMB_00706	CDS	381				hypothetical protein
MEIMHKMB_00707	CDS	336				hypothetical protein
MEIMHKMB_00708	CDS	300	hprK_1	2.7.4.-		HPr kinase/phosphorylase
MEIMHKMB_00709	CDS	543	hprK_2	2.7.11.-	COG1493	HPr kinase/phosphorylase
MEIMHKMB_00710	CDS	822	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MEIMHKMB_00711	CDS	939	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MEIMHKMB_00712	CDS	792	trxB	1.8.1.9		Thioredoxin reductase
MEIMHKMB_00713	CDS	1722	pgcA	5.4.2.2		Phosphoglucomutase
MEIMHKMB_00714	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
MEIMHKMB_00715	CDS	1026			COG0391	Putative gluconeogenesis factor
MEIMHKMB_00716	CDS	927	whiA		COG1481	putative cell division protein WhiA
MEIMHKMB_00717	CDS	453				Single-stranded DNA-binding protein
MEIMHKMB_00718	CDS	717	srrA_1		COG0745	Transcriptional regulatory protein SrrA
MEIMHKMB_00719	CDS	1527	rcsC	2.7.13.3		Sensor histidine kinase RcsC
MEIMHKMB_00720	CDS	696	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
MEIMHKMB_00721	CDS	174				hypothetical protein
MEIMHKMB_00722	CDS	1377	rnaJ	3.1.-.-		Ribonuclease J
MEIMHKMB_00723	CDS	1041	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
MEIMHKMB_00724	CDS	906	araP		COG1175	L-arabinose transport system permease protein AraP
MEIMHKMB_00725	CDS	831	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
MEIMHKMB_00726	CDS	1275	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
MEIMHKMB_00727	CDS	2265				hypothetical protein
MEIMHKMB_00728	CDS	12507				hypothetical protein
MEIMHKMB_00729	CDS	2025	metG	6.1.1.10		Methionine--tRNA ligase
MEIMHKMB_00730	CDS	789	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
MEIMHKMB_00731	CDS	462	rnmV	3.1.26.8		Ribonuclease M5
MEIMHKMB_00732	CDS	891	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
MEIMHKMB_00733	CDS	237	veg		COG4466	Protein Veg
MEIMHKMB_00734	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
MEIMHKMB_00735	CDS	636	rplC		COG0087	50S ribosomal protein L3
MEIMHKMB_00736	CDS	624	rplD			50S ribosomal protein L4
MEIMHKMB_00737	CDS	297	rplW		COG0089	50S ribosomal protein L23
MEIMHKMB_00738	CDS	831	rplB		COG0090	50S ribosomal protein L2
MEIMHKMB_00739	CDS	282	rpsS		COG0185	30S ribosomal protein S19
MEIMHKMB_00740	CDS	357	rplV		COG0091	50S ribosomal protein L22
MEIMHKMB_00741	CDS	657	rpsC		COG0092	30S ribosomal protein S3
MEIMHKMB_00742	CDS	435	rplP		COG0197	50S ribosomal protein L16
MEIMHKMB_00743	CDS	207	rpmC		COG0255	50S ribosomal protein L29
MEIMHKMB_00744	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
MEIMHKMB_00745	CDS	369	rplN		COG0093	50S ribosomal protein L14
MEIMHKMB_00746	CDS	303	rplX			50S ribosomal protein L24
MEIMHKMB_00747	CDS	543	rplE		COG0094	50S ribosomal protein L5
MEIMHKMB_00748	CDS	399	rpsH		COG0096	30S ribosomal protein S8
MEIMHKMB_00749	CDS	537	rplF			50S ribosomal protein L6
MEIMHKMB_00750	CDS	354	rplR			50S ribosomal protein L18
MEIMHKMB_00751	CDS	504	rpsE			30S ribosomal protein S5
MEIMHKMB_00752	CDS	180	rpmD		COG1841	50S ribosomal protein L30
MEIMHKMB_00753	CDS	441	rplO			50S ribosomal protein L15
MEIMHKMB_00754	CDS	1290	secY			Protein translocase subunit SecY
MEIMHKMB_00755	CDS	660	adk	2.7.4.3		Adenylate kinase
MEIMHKMB_00756	CDS	219	infA			Translation initiation factor IF-1
MEIMHKMB_00757	CDS	114	rpmJ			50S ribosomal protein L36
MEIMHKMB_00758	CDS	363	rpsM			30S ribosomal protein S13
MEIMHKMB_00759	CDS	396	rpsK			30S ribosomal protein S11
MEIMHKMB_00760	CDS	945	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MEIMHKMB_00761	CDS	381	rplQ		COG0203	50S ribosomal protein L17
MEIMHKMB_00762	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
MEIMHKMB_00763	CDS	897	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
MEIMHKMB_00764	CDS	810	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
MEIMHKMB_00765	CDS	774	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MEIMHKMB_00766	CDS	1614	oppA_1		COG4166	Oligopeptide-binding protein OppA
MEIMHKMB_00767	CDS	933	oppB_1		COG0601	Oligopeptide transport system permease protein OppB
MEIMHKMB_00768	CDS	921	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
MEIMHKMB_00769	CDS	1062	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
MEIMHKMB_00770	CDS	783	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MEIMHKMB_00771	CDS	123				hypothetical protein
MEIMHKMB_00772	CDS	492	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
MEIMHKMB_00773	CDS	1413	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MEIMHKMB_00774	CDS	630	glnQ_1			Glutamine transport ATP-binding protein GlnQ
MEIMHKMB_00775	CDS	168	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
MEIMHKMB_00776	CDS	156				hypothetical protein
MEIMHKMB_00777	CDS	255				hypothetical protein
MEIMHKMB_00778	CDS	246				hypothetical protein
MEIMHKMB_00779	CDS	1740				hypothetical protein
MEIMHKMB_00780	CDS	2298				hypothetical protein
MEIMHKMB_00781	CDS	5901				hypothetical protein
MEIMHKMB_00782	CDS	3189				hypothetical protein
MEIMHKMB_00783	CDS	5034				hypothetical protein
MEIMHKMB_00784	CDS	1962				hypothetical protein
MEIMHKMB_00785	CDS	1182				hypothetical protein
MEIMHKMB_00786	CDS	876				hypothetical protein
MEIMHKMB_00787	CDS	96	rpmG2		COG0267	50S ribosomal protein L33 2
MEIMHKMB_00788	CDS	237				hypothetical protein
MEIMHKMB_00789	CDS	246				hypothetical protein
MEIMHKMB_00790	CDS	507				hypothetical protein
MEIMHKMB_00791	CDS	528				hypothetical protein
MEIMHKMB_00792	CDS	312				hypothetical protein
MEIMHKMB_00793	CDS	495				hypothetical protein
MEIMHKMB_00794	CDS	789				hypothetical protein
MEIMHKMB_00795	CDS	201				hypothetical protein
MEIMHKMB_00796	CDS	1488				hypothetical protein
MEIMHKMB_00797	CDS	4308	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
MEIMHKMB_00798	CDS	1269	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
MEIMHKMB_00799	CDS	795	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
MEIMHKMB_00800	CDS	732	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
